"Year","Group","Pct","Side","Amount","GroupName","PctMil","perPerson","Ratio"
1940,"Bottom.99",0.996207069143969,"Bottom",99,"99-1",9962070.69143969,100626.976681209,2.65301373794337
1941,"Bottom.99",0.996496442566881,"Bottom",99,"99-1",9964964.42566881,100656.206319887,2.87297149372762
1942,"Bottom.99",0.996539714255781,"Bottom",99,"99-1",9965397.14255781,100660.577197554,2.90902499499435
1943,"Bottom.99",0.996494703562932,"Bottom",99,"99-1",9964947.03562932,100656.030662922,2.87154117975616
1944,"Bottom.99",0.996553682240896,"Bottom",99,"99-1",9965536.82240896,100661.988105141,2.92085626286874
1945,"Bottom.99",0.996560219809048,"Bottom",99,"99-1",9965602.19809048,100662.64846556,2.92642677373232
1946,"Bottom.99",0.996816897258424,"Bottom",99,"99-1",9968168.97258424,100688.575480649,3.16322103479419
1947,"Bottom.99",0.996976891377899,"Bottom",99,"99-1",9969768.91377899,100704.736502818,3.33116500566976
1948,"Bottom.99",0.997007885837534,"Bottom",99,"99-1",9970078.85837534,100707.867256317,3.36577623005257
1949,"Bottom.99",0.997094422268601,"Bottom",99,"99-1",9970944.22268601,100716.60830996,3.46631952818069
1950,"Bottom.99",0.996946958366069,"Bottom",99,"99-1",9969469.58366069,100701.71296627,3.2984061483829
1951,"Bottom.99",0.996999061121662,"Bottom",99,"99-1",9969990.61121662,100706.975870875,3.35584895106778
1952,"Bottom.99",0.997029980687783,"Bottom",99,"99-1",9970299.80687783,100710.099059372,3.39089037721441
1953,"Bottom.99",0.997166974160455,"Bottom",99,"99-1",9971669.74160455,100723.936783884,3.55534832679267
1954,"Bottom.99",0.997118172169557,"Bottom",99,"99-1",9971181.72169557,100719.007289854,3.49496962399614
1955,"Bottom.99",0.997093591822976,"Bottom",99,"99-1",9970935.91822976,100716.524426563,3.46532621339125
1956,"Bottom.99",0.997058166462355,"Bottom",99,"99-1",9970581.66462355,100712.946107309,3.42347535367144
1957,"Bottom.99",0.997082352172204,"Bottom",99,"99-1",9970823.52172204,100715.389108303,3.4519378298094
1958,"Bottom.99",0.99711464619832,"Bottom",99,"99-1",9971146.4619832,100718.651131143,3.49068634399322
1959,"Bottom.99",0.997059025163478,"Bottom",99,"99-1",9970590.25163478,100713.032844796,3.42447788379975
1960,"Bottom.99",0.997062324512272,"Bottom",99,"99-1",9970623.24512272,100713.366112351,3.42833531249735
1961,"Bottom.99",0.997055373446169,"Bottom",99,"99-1",9970553.73446169,100712.663984462,3.42021856229783
1962,"Bottom.99",0.9970379,"Bottom",99,"99-1",9970379,100710.898989899,3.39998308598288
1963,"Bottom.99",0.99709155,"Bottom",99,"99-1",9970915.5,100716.318181818,3.46288635465001
1964,"Bottom.99",0.9971452,"Bottom",99,"99-1",9971452,100721.737373737,3.52815389427411
1965,"Bottom.99",0.99715525,"Bottom",99,"99-1",9971552.5,100722.752525253,3.54065392478258
1966,"Bottom.99",0.9971653,"Bottom",99,"99-1",9971653,100723.767676768,3.55324258922523
1967,"Bottom.99",0.997221,"Bottom",99,"99-1",9972210,100729.393939394,3.624663329953
1968,"Bottom.99",0.9971361,"Bottom",99,"99-1",9971361,100720.818181818,3.51691114151396
1969,"Bottom.99",0.9972122,"Bottom",99,"99-1",9972122,100728.505050505,3.61318979304488
1970,"Bottom.99",0.9972446,"Bottom",99,"99-1",9972446,100731.777777778,3.65579508520642
1971,"Bottom.99",0.9973011,"Bottom",99,"99-1",9973011,100737.484848485,3.73253862123402
1972,"Bottom.99",0.9973505,"Bottom",99,"99-1",9973505,100742.474747475,3.80232023957255
1973,"Bottom.99",0.9975143,"Bottom",99,"99-1",9975143,100759.02020202,4.05354709747838
1974,"Bottom.99",0.9975124,"Bottom",99,"99-1",9975124,100758.828282828,4.05044333023108
1975,"Bottom.99",0.9975286,"Bottom",99,"99-1",9975286,100760.464646465,4.07706015402058
1976,"Bottom.99",0.997654,"Bottom",99,"99-1",9976540,100773.131313131,4.29552989399537
1977,"Bottom.99",0.9976094,"Bottom",99,"99-1",9976094,100768.626262626,4.21520230329734
1978,"Bottom.99",0.9977059,"Bottom",99,"99-1",9977059,100778.373737374,4.39293726242857
1979,"Bottom.99",0.997564,"Bottom",99,"99-1",9975640,100764.04040404,4.13645486059279
1980,"Bottom.99",0.9975659,"Bottom",99,"99-1",9975659,100764.232323232,4.13969156251725
1981,"Bottom.99",0.9974712,"Bottom",99,"99-1",9974712,100754.666666667,3.98428767267742
1982,"Bottom.99",0.9974337,"Bottom",99,"99-1",9974337,100750.878787879,3.92591975949339
1983,"Bottom.99",0.9975278,"Bottom",99,"99-1",9975278,100760.383838384,4.07573755514861
1984,"Bottom.99",0.9975191,"Bottom",99,"99-1",9975191,100759.505050505,4.06140936960398
1985,"Bottom.99",0.9974927,"Bottom",99,"99-1",9974927,100756.838383838,4.01853940030465
1986,"Bottom.99",0.9974892,"Bottom",99,"99-1",9974892,100756.484848485,4.0129235641423
1987,"Bottom.99",0.9973841,"Bottom",99,"99-1",9973841,100745.868686869,3.85128898990285
1988,"Bottom.99",0.9972066,"Bottom",99,"99-1",9972066,100727.939393939,3.60592608985249
1989,"Bottom.99",0.9972193,"Bottom",99,"99-1",9972193,100729.222222222,3.62244119186616
1990,"Bottom.99",0.9971873,"Bottom",99,"99-1",9971873,100725.98989899,3.58111387275536
1991,"Bottom.99",0.9972384,"Bottom",99,"99-1",9972384,100731.151515152,3.64756487236209
1992,"Bottom.99",0.9970807,"Bottom",99,"99-1",9970807,100715.222222222,3.44997849560587
1993,"Bottom.99",0.997054,"Bottom",99,"99-1",9970540,100712.525252525,3.41861932289631
1994,"Bottom.99",0.9970833,"Bottom",99,"99-1",9970833,100715.484848485,3.45306287408663
1995,"Bottom.99",0.9970535,"Bottom",99,"99-1",9970535,100712.474747475,3.41803749355081
1996,"Bottom.99",0.996972500085831,"Bottom",99,"99-1",9969725.00085831,100704.292937963,3.32631860587828
1997,"Bottom.99",0.996876299977303,"Bottom",99,"99-1",9968762.99977303,100694.575755283,3.22356740479609
1998,"Bottom.99",0.996771000027657,"Bottom",99,"99-1",9967710.00027657,100683.939396733,3.11811521397016
1999,"Bottom.99",0.996669900119305,"Bottom",99,"99-1",9966699.00119305,100673.727284778,3.0231443767914
2000,"Bottom.99",0.996585099995136,"Bottom",99,"99-1",9965850.99995136,100665.16161567,2.94782164843175
2001,"Bottom.99",0.996676299870014,"Bottom",99,"99-1",9966762.99870014,100674.373724244,3.02898485985478
2002,"Bottom.99",0.996797699928284,"Bottom",99,"99-1",9967976.99928284,100686.636356392,3.14419742377322
2003,"Bottom.99",0.996770400106907,"Bottom",99,"99-1",9967704.00106907,100683.878798677,3.11753412594551
2004,"Bottom.99",0.996646400094032,"Bottom",99,"99-1",9966464.00094032,100671.353544852,3.00188920466355
2005,"Bottom.99",0.996602300107479,"Bottom",99,"99-1",9966023.00107479,100666.899000755,2.96279548474384
2006,"Bottom.99",0.996510199904442,"Bottom",99,"99-1",9965101.99904442,100657.595949944,2.88433701626809
2007,"Bottom.99",0.996404899954796,"Bottom",99,"99-1",9964048.99954796,100646.959591394,2.79955935372803
2008,"Bottom.99",0.996186699867249,"Bottom",99,"99-1",9961866.99867249,100624.91917851,2.63878833754176
2009,"Bottom.99",0.996215299963951,"Bottom",99,"99-1",9962152.99963951,100627.808077167,2.65880537740632
2010,"Bottom.99",0.996047700047493,"Bottom",99,"99-1",9960477.00047493,100610.878792676,2.54562862135139
2011,"Bottom.99",0.996019900143147,"Bottom",99,"99-1",9960199.00143147,100608.07072153,2.52777755181918
2012,"Bottom.99",0.995817599892616,"Bottom",99,"99-1",9958175.99892616,100587.636352789,2.4050218479865
